Chr	Start	End	GeneID	Symbol	Description	Region	DistanceTSS	logFC	pValue	FDR	Direction
chr7	82297739	82298139	ENSMUSG00000038563	Efl1	elongation factor like GTPase 1	Promoter (<=1kb)	0	0.399557794918575	0.00117636265442548	0.00335808500180385	treated
chr12	86931092	86931492	ENSMUSG00000034168	Irf2bpl	interferon regulatory factor 2 binding protein-like	Promoter (<=1kb)	96	0.5332503430429589	0.00117689131491434	0.00335893873140788	treated
chr4	156287687	156288087	ENSMUSG00000078349	AW011738	expressed sequence AW011738	Promoter (<=1kb)	0	0.43276504841642605	0.00118148174721961	0.00337138247743766	treated
chr14	76348158	76348558	ENSMUSG00000022009	Nufip1	nuclear fragile X mental retardation protein interacting protein 1	Promoter (<=1kb)	0	0.47476122289862893	0.00118262446026932	0.00337398515088536	treated
chr2	103315118	103315518	ENSMUSG00000027187	Cat	catalase	Promoter (<=1kb)	0	0.462742918892523	0.00118363624929851	0.00337621336074035	treated
chr14	78111966	78112366	ENSMUSG00000022013	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	Promoter (<=1kb)	0	0.46405423661574996	0.0011859921358889302	0.00338227386901659	treated
chr5	151574378	151574778	ENSMUSG00000033970	Rfc3	replication factor C (activator 1) 3	Promoter (<=1kb)	0	0.5574205644038399	0.0011878834753603	0.0033857245028505	treated
chr5	92425708	92426108	ENSMUSG00000029413	Naaa	N-acylethanolamine acid amidase	Promoter (<=1kb)	0	0.43352369434764	0.00118792142688995	0.0033857245028505	treated
chr11	100510152	100510552	ENSMUSG00000014195	Dnajc7	DnaJ heat shock protein family (Hsp40) member C7	Promoter (<=1kb)	0	0.45425586596826895	0.0011881277920461	0.0033857245028505	treated
chr5	33431625	33432025	ENSMUSG00000037373	Ctbp1	C-terminal binding protein 1	Promoter (<=1kb)	323	0.46580690951604603	0.0011904723959538	0.0033917451125227	treated
chr11	78441197	78441597	ENSMUSG00000037278	Tmem97	transmembrane protein 97	Promoter (<=1kb)	0	0.39572391083972797	0.00119149628830464	0.00339400130410764	treated
chr4	137589522	137589922	ENSMUSG00000057530	Ece1	endothelin converting enzyme 1	Promoter (<=1kb)	0	0.48666478615384995	0.00119282775650959	0.0033971104735309302	treated
chrX	138771958	138772358	ENSMUSG00000031434	Morc4	microrchidia 4	Promoter (<=1kb)	45	0.6960362909490471	0.00119305219501039	0.0033971104735309302	treated
chr9	36678608	36679008	ENSMUSG00000032116	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	Promoter (<=1kb)	0	0.5189767317593821	0.0011995315887204801	0.00341462111388054	treated
chr2	181223483	181223883	ENSMUSG00000089917	Uckl1	uridine-cytidine kinase 1-like 1	Promoter (<=1kb)	0	0.46651868326051205	0.00119966866201955	0.00341462111388054	treated
chr5	36687570	36687970	ENSMUSG00000029192	Tbc1d14	TBC1 domain family, member 14	Promoter (<=1kb)	0	0.469749191703518	0.0011999333466357401	0.00341471014613516	treated
chr15	100534496	100534896	ENSMUSG00000053559	Smagp	small cell adhesion glycoprotein	Promoter (<=1kb)	0	0.460508811190689	0.00120156312439569	0.0034186831018881603	treated
chr7	130972813	130973213	ENSMUSG00000063179	Pstk	phosphoseryl-tRNA kinase	Promoter (<=1kb)	0	0.428998171233751	0.00120186951338794	0.00341888994378096	treated
chr3	154302398	154302798	ENSMUSG00000047583	Tyw3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	Promoter (<=1kb)	0	0.488888937120668	0.00120399301492216	0.0034242647372300103	treated
chr12	112905471	112905871	ENSMUSG00000002804	Nudt14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	Promoter (<=1kb)	0	0.565696129048494	0.00120623643652371	0.00342997843855042	treated
chr13	53531100	53531500	ENSMUSG00000021468	Sptlc1	serine palmitoyltransferase, long chain base subunit 1	Promoter (<=1kb)	0	0.467610365618633	0.00120656813426995	0.00343025491728903	treated
chr17	26080448	26080848	ENSMUSG00000073434	Wdr90	WD repeat domain 90	Promoter (<=1kb)	0	0.448643302545469	0.0012082904686854699	0.00343448407943822	treated
chr10	110755643	110756043	ENSMUSG00000020186	Csrp2	cysteine and glycine-rich protein 2	Promoter (<=1kb)	0	0.402027301327507	0.0012099350809134	0.00343849072139921	treated
chr19	4318882	4319282	ENSMUSG00000034616	Ssh3	slingshot protein phosphatase 3	Promoter (<=1kb)	0	0.444825310579808	0.0012122984375746802	0.0034438332796249303	treated
chr5	113163142	113163542	ENSMUSG00000042249	Grk3	G protein-coupled receptor kinase 3	Promoter (<=1kb)	0	0.611968359034886	0.00121242820696589	0.0034438332796249303	treated
chr13	113930678	113931078	ENSMUSG00000042348	Arl15	ADP-ribosylation factor-like 15	Promoter (<=1kb)	0	0.443343003068156	0.00121252120460342	0.0034438332796249303	treated
chr4	137720698	137721098	ENSMUSG00000028760	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3	Promoter (<=1kb)	0	0.45339628278071004	0.00121374956366244	0.00344665297290014	treated
chr11	70860572	70860972	ENSMUSG00000040667	Nup88	nucleoporin 88	Promoter (<=1kb)	0	0.46102205368874	0.00121782423213719	0.0034568817454728603	treated
chr7	110721397	110721797	ENSMUSG00000110424	1700012D14Rik	RIKEN cDNA 1700012D14 gene	Promoter (<=1kb)	85	0.44537428142833096	0.0012185902046095301	0.00345838500357662	treated
chr18	53309343	53309743	ENSMUSG00000034484	Snx2	sorting nexin 2	Promoter (<=1kb)	0	0.516899765454159	0.0012212080124980001	0.00346447027784483	treated
chrX	149377380	149377780	ENSMUSG00000025271	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Promoter (<=1kb)	0	-0.695071335985603	0.0012218358587777099	0.00346557941332259	control
chr15	44291440	44291840	ENSMUSG00000022338	Eny2	ENY2 transcription and export complex 2 subunit	Promoter (<=1kb)	0	0.42232358472147496	0.00122487031589041	0.00347351283610713	treated
chr6	125192529	125192929	ENSMUSG00000030337	Vamp1	vesicle-associated membrane protein 1	Promoter (<=1kb)	0	0.38505367284939707	0.00122573125553972	0.0034748303485695803	treated
chr3	121056200	121056600	ENSMUSG00000028132	Tlcd4	TLC domain containing 4	Promoter (<=1kb)	216	0.496750469633404	0.00122905697424049	0.00348335984756651	treated
chr13	91071176	91071576	ENSMUSG00000049517	Rps23	ribosomal protein S23	Promoter (<=1kb)	0	0.47709577271487197	0.00123070513125017	0.00348735542711408	treated
chr11	116733704	116734104	ENSMUSG00000056962	Jmjd6	jumonji domain containing 6	Promoter (<=1kb)	171	0.493961763501473	0.00123193351130745	0.00349016019954065	treated
chr3	122523662	122524062	ENSMUSG00000053965	Pde5a	phosphodiesterase 5A, cGMP-specific	Promoter (<=1kb)	855	0.5333408493734071	0.00123398535190509	0.00349529635980087	treated
chr7	67022241	67022641	ENSMUSG00000030557	Mef2a	myocyte enhancer factor 2A	Promoter (<=1kb)	0	0.5403861130438721	0.00123479165847092	0.00349690320623879	treated
chr8	120566956	120567356	ENSMUSG00000031827	Cotl1	coactosin-like 1 (Dictyostelium)	Promoter (<=1kb)	0	0.451006002938928	0.00123548080672961	0.0034981777051392	treated
chr1	74343025	74343425	ENSMUSG00000006301	Tmbim1	transmembrane BAX inhibitor motif containing 1	Promoter (<=1kb)	70	0.415082824810706	0.00123716053620331	0.0035022559296932	treated
chr5	72716601	72717001	ENSMUSG00000072889	Nfxl1	nuclear transcription factor, X-box binding-like 1	Promoter (<=1kb)	0	0.47361322790620497	0.0012394783042386	0.00350813843896511	treated
chr4	155753399	155753799	ENSMUSG00000029060	Mib2	mindbomb E3 ubiquitin protein ligase 2	Promoter (<=1kb)	0	0.408801697218865	0.00124082649804309	0.00351127498382406	treated
chr15	98815608	98816008	ENSMUSG00000022999	Lmbr1l	limb region 1 like	Promoter (<=1kb)	0	0.410779601639961	0.00124355977189044	0.00351764877470168	treated
chr10	81185918	81186318	ENSMUSG00000020232	Hmg20b	high mobility group 20B	Promoter (<=1kb)	0	0.423949093021646	0.00124397181468305	0.0035181340902402897	treated
chr5	129578220	129578620	ENSMUSG00000029439	Sfswap	splicing factor SWAP	Promoter (<=1kb)	0	0.53001499946731	0.00124558005482335	0.0035220015852465295	treated
chr17	37148001	37148401	ENSMUSG00000024457	Trim26	tripartite motif-containing 26	Promoter (<=1kb)	0	0.461355989731625	0.0012458622528639198	0.0035221187940868	treated
chr11	119804564	119804964	ENSMUSG00000025371	Chmp6	charged multivesicular body protein 6	Promoter (<=1kb)	0	0.452020794124188	0.0012465064484367301	0.0035232158306374296	treated
chr4	120682427	120682827	ENSMUSG00000032897	Nfyc	nuclear transcription factor-Y gamma	Promoter (<=1kb)	-21	0.499740269784746	0.0012467319449904301	0.0035232158306374296	treated
chr2	157046464	157046864	ENSMUSG00000027641	Rbl1	RB transcriptional corepressor like 1	Promoter (<=1kb)	-10	0.441576728128673	0.00124886965059081	0.00352789399269038	treated
chr5	30971995	30972395	ENSMUSG00000029166	Mapre3	microtubule-associated protein, RP/EB family, member 3	Promoter (<=1kb)	10	0.450472003087986	0.00125181810388909	0.00353554032044351	treated
chr17	79922583	79922983	ENSMUSG00000036368	Rmdn2	regulator of microtubule dynamics 2	Promoter (<=1kb)	0	0.470559484696822	0.00125299203123517	0.00353817282705473	treated
chr13	73911783	73912183	ENSMUSG00000017756	Slc12a7	solute carrier family 12, member 7	Promoter (<=1kb)	0	0.4422585110755129	0.0012534476017625	0.00353877622805585	treated
chr15	10714508	10714908	ENSMUSG00000022246	Rai14	retinoic acid induced 14	Promoter (<=1kb)	0	0.469479645468991	0.00125413125537385	0.003540023203959	treated
chr8	78244202	78244602	ENSMUSG00000037148	Arhgap10	Rho GTPase activating protein 10	Promoter (<=1kb)	0	0.559613947538016	0.0012545519878798801	0.0035405276972767397	treated
chr9	86577406	86577806	ENSMUSG00000087466	A330041J22Rik	RIKEN cDNA A330041J22 gene	Promoter (<=1kb)	0	0.550041527833068	0.0012565212524501199	0.00354458579267973	treated
chr15	89007037	89007437	ENSMUSG00000051786	Tubgcp6	tubulin, gamma complex associated protein 6	Promoter (<=1kb)	0	0.413048454140706	0.00125671678104099	0.00354458579267973	treated
chr1	67077712	67078112	ENSMUSG00000026000	Lancl1	LanC (bacterial lantibiotic synthetase component C)-like 1	Promoter (<=1kb)	0	0.420070858126062	0.00125958261589796	0.00355198413079938	treated
chr10	107107874	107108274	ENSMUSG00000019906	Lin7a	lin-7 homolog A, crumbs cell polarity complex component	Promoter (<=1kb)	0	0.536195034456511	0.00125991363810792	0.0035522329014297397	treated
chr9	107108726	107109126	ENSMUSG00000039716	Dock3	dedicator of cyto-kinesis 3	Promoter (<=1kb)	0	0.7546819486510921	0.00126167424038305	0.0035558520388299796	treated
chr15	97990882	97991282	ENSMUSG00000033075	Senp1	SUMO1/sentrin specific peptidase 1	Promoter (<=1kb)	0	0.511209581163276	0.001261683385753	0.0035558520388299796	treated
chr5	114845773	114846173	ENSMUSG00000002486	Tchp	trichoplein, keratin filament binding	Promoter (<=1kb)	0	0.38366278293301204	0.00126209393435987	0.0035563240099547103	treated
chr5	115080173	115080573	ENSMUSG00000029559	2210016L21Rik	RIKEN cDNA 2210016L21 gene	Promoter (<=1kb)	0	0.398593336773296	0.00126962226034755	0.00357615973601937	treated
chrX	99537693	99538093	ENSMUSG00000031221	Igbp1	immunoglobulin (CD79A) binding protein 1	Promoter (<=1kb)	0	-0.766904737245962	0.00127263232775724	0.00358357366921239	control
chr16	84632165	84632565	ENSMUSG00000022890	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	Promoter (<=1kb)	0	0.48290181127734005	0.00127274427786928	0.00358357366921239	treated
chr9	4309145	4309545	ENSMUSG00000025894	Aasdhppt	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Promoter (<=1kb)	0	0.478958955061993	0.00127404600685248	0.0035865486011644704	treated
chr5	105563248	105563648	ENSMUSG00000070639	Lrrc8b	leucine rich repeat containing 8 family, member B	Promoter (<=1kb)	0	0.5556114617100519	0.00127461164591209	0.0035874506309530297	treated
chr9	74860343	74860743	ENSMUSG00000034858	Fam214a	family with sequence similarity 214, member A	Promoter (<=1kb)	8	0.48450909275977394	0.00127503133480182	0.0035879416095692795	treated
chr13	113124302	113124702	ENSMUSG00000042417	Ccno	cyclin O	Promoter (<=1kb)	0	0.587340049625713	0.00127540323993847	0.00358829796159613	treated
chr17	57071692	57072092	ENSMUSG00000007603	Dus3l	dihydrouridine synthase 3-like (S. cerevisiae)	Promoter (<=1kb)	0	0.447083581167192	0.00127668129219645	0.003591203096488	treated
chr2	14078825	14079225	ENSMUSG00000026718	Stam	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	Promoter (<=1kb)	0	0.520533958940669	0.00127693452940149	0.0035912249452410205	treated
chr6	128502839	128503239	ENSMUSG00000030359	Pzp	PZP, alpha-2-macroglobulin like	Promoter (<=1kb)	444	-0.8039464735851541	0.0012777130725534801	0.00359272386151402	control
chr19	44919537	44919937	ENSMUSG00000036097	Slf2	SMC5-SMC6 complex localization factor 2	Promoter (<=1kb)	0	0.46851511655576095	0.00128062142499942	0.0036002097324637798	treated
chr18	51250692	51251092	ENSMUSG00000073565	Prr16	proline rich 16	Promoter (<=1kb)	0	0.5091577080919639	0.00128149257996723	0.00360196665608466	treated
chr4	140429450	140429850	ENSMUSG00000040945	Rcc2	regulator of chromosome condensation 2	Promoter (<=1kb)	666	0.620997322992361	0.00128276761129384	0.00360485788575276	treated
chrX	55655160	55655560	ENSMUSG00000060681	Slc9a6	solute carrier family 9 (sodium/hydrogen exchanger), member 6	Promoter (<=1kb)	0	0.583963698468807	0.0012835274649684	0.003606300520931	treated
chr1	42890354	42890754	ENSMUSG00000060679	Mrps9	mitochondrial ribosomal protein S9	Promoter (<=1kb)	0	0.45363313418538104	0.00128641942665959	0.0036133353686435797	treated
chr4	134224188	134224588	ENSMUSG00000037348	Paqr7	progestin and adipoQ receptor family member VII	Promoter (<=1kb)	0	0.39945974610537105	0.00128661277857115	0.0036133353686435797	treated
chr10	58091250	58091650	ENSMUSG00000038039	Gcc2	GRIP and coiled-coil domain containing 2	Promoter (<=1kb)	0	0.386617519028586	0.00128831767613923	0.0036169809253342703	treated
chr7	29653186	29653586	ENSMUSG00000059975	Zfp74	zinc finger protein 74	Promoter (<=1kb)	0	0.39740934886422297	0.0012891268672720001	0.00361855834002097	treated
chr5	146769870	146770270	ENSMUSG00000041453	Rpl21	ribosomal protein L21	Promoter (<=1kb)	170	0.4654080079453479	0.00129027740327572	0.0036210931152740704	treated
chr13	34346880	34347280	ENSMUSG00000071451	Psmg4	proteasome (prosome, macropain) assembly chaperone 4	Promoter (<=1kb)	0	0.41202650294375703	0.0012923260435401599	0.0036261469154185897	treated
chr4	134651114	134651514	ENSMUSG00000037266	Rsrp1	arginine/serine rich protein 1	Promoter (<=1kb)	178	0.528566655249729	0.00129261997841162	0.00362627618104737	treated
chr19	12573414	12573814	ENSMUSG00000086213	A330040F15Rik	RIKEN cDNA A330040F15 gene	Promoter (<=1kb)	116	0.54641377920171	0.0012929293116725	0.0036264485869955203	treated
chr2	135501072	135501472	ENSMUSG00000039943	Plcb4	phospholipase C, beta 4	Promoter (<=1kb)	0	0.6829992692618659	0.00129374988520807	0.00362805459470848	treated
chr6	125108786	125109186	ENSMUSG00000038279	Nop2	NOP2 nucleolar protein	Promoter (<=1kb)	0	0.37917547612816205	0.00129424604309831	0.0036287504044707295	treated
chr7	67601694	67602094	ENSMUSG00000005533	Igf1r	insulin-like growth factor I receptor	Promoter (<=1kb)	0	0.623650426643202	0.00129452904814644	0.0036288484334896297	treated
chr13	54712805	54713205	ENSMUSG00000025871	4833439L19Rik	RIKEN cDNA 4833439L19 gene	Promoter (<=1kb)	0	0.4954863846624629	0.00129590325746918	0.00363200472351994	treated
chr16	11020842	11021242	ENSMUSG00000005846	Rsl1d1	ribosomal L1 domain containing 1	Promoter (<=1kb)	0	0.475100062823451	0.001300476990869	0.00364342749452575	treated
chr18	38551998	38552398	ENSMUSG00000024425	Ndfip1	Nedd4 family interacting protein 1	Promoter (<=1kb)	38	0.4918882112348139	0.00130184485542339	0.00364656140816469	treated
chr3	52924318	52924718	ENSMUSG00000027742	Cog6	component of oligomeric golgi complex 6	Promoter (<=1kb)	0	0.41375914348034204	0.00130474784791879	0.00365355724897341	treated
chr2	156021459	156021859	ENSMUSG00000027620	Rbm39	RNA binding motif protein 39	Promoter (<=1kb)	0	0.519791142910181	0.00130484187463336	0.00365355724897341	treated
chr19	36811567	36811967	ENSMUSG00000024811	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	Promoter (<=1kb)	0	0.5073301922166289	0.0013052999899435301	0.00365414061478643	treated
chr6	128415281	128415681	ENSMUSG00000030357	Fkbp4	FK506 binding protein 4	Promoter (<=1kb)	0	0.493523340170329	0.00130627528262839	0.00365617129995281	treated
chr14	62793114	62793514	ENSMUSG00000035184	Fam124a	family with sequence similarity 124, member A	Promoter (<=1kb)	0	0.570613456917229	0.00130661600150215	0.0036562821731368797	treated
chr4	126322967	126323367	ENSMUSG00000028842	Ago3	argonaute RISC catalytic subunit 3	Promoter (<=1kb)	0	0.4334254561121789	0.0013068147288675801	0.0036562821731368797	treated
chr19	38384419	38384819	ENSMUSG00000044026	Slc35g1	solute carrier family 35, member G1	Promoter (<=1kb)	0	0.534838767315529	0.0013082723966557801	0.0036596606430351797	treated
chr7	100512257	100512657	ENSMUSG00000008318	Relt	RELT tumor necrosis factor receptor	Promoter (<=1kb)	0	0.541693097981836	0.0013104540332899198	0.00366376292965877	treated
chr11	45871193	45871593	ENSMUSG00000040489	Sox30	SRY (sex determining region Y)-box 30	Promoter (<=1kb)	56	0.5845263833005561	0.00131049018529763	0.00366376292965877	treated
chr10	78248508	78248908	ENSMUSG00000061032	Rrp1	ribosomal RNA processing 1	Promoter (<=1kb)	0	0.404899027196552	0.00131186001423658	0.00366689186249161	treated
chr15	93295880	93296280	ENSMUSG00000036167	Pphln1	periphilin 1	Promoter (<=1kb)	0	0.48590070376322503	0.00131412795418311	0.0036725295071058	treated
chr8	124100451	124100851	ENSMUSG00000001472	Tcf25	transcription factor 25 (basic helix-loop-helix)	Promoter (<=1kb)	1	0.486158756168422	0.00131643642242088	0.0036775758755045796	treated
chr15	55769732	55770132	ENSMUSG00000060429	Sntb1	syntrophin, basic 1	Promoter (<=1kb)	213	0.513018310048401	0.0013182574474626	0.0036812571972471603	treated
chr2	5017260	5017660	ENSMUSG00000026669	Mcm10	minichromosome maintenance 10 replication initiation factor	Promoter (<=1kb)	0	0.45254807068994396	0.0013204676099075698	0.0036867254070511103	treated
chr2	136958940	136959340	ENSMUSG00000027276	Jag1	jagged 1	Promoter (<=1kb)	-500	0.467392289906317	0.0013210017875938099	0.0036868096437423603	treated
chr12	79075870	79076270	ENSMUSG00000060716	Plekhh1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	Promoter (<=1kb)	0	0.5538418735797559	0.001321705606662	0.0036880703844106603	treated
chr9	115138812	115139212	ENSMUSG00000032437	Stt3b	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)	Promoter (<=1kb)	324	0.567159772736162	0.00132573843925941	0.00369861810952805	treated
chr15	89064609	89065009	ENSMUSG00000036606	Plxnb2	plexin B2	Promoter (<=1kb)	0	0.48686033244467997	0.00132730014359433	0.00370226903732794	treated
chr2	158609887	158610287	ENSMUSG00000027654	Fam83d	family with sequence similarity 83, member D	Promoter (<=1kb)	0	0.627981816296745	0.0013284585521900001	0.00370479386552415	treated
chr6	5255913	5256313	ENSMUSG00000029759	Pon3	paraoxonase 3	Promoter (<=1kb)	0	-0.701515362288889	0.0013304597514028	0.0037092743153193295	control
chr9	71392906	71393306	ENSMUSG00000032199	Polr2m	polymerase (RNA) II (DNA directed) polypeptide M	Promoter (<=1kb)	0	0.500572931135459	0.00133057222192726	0.0037092743153193295	treated
chr4	135933630	135934030	ENSMUSG00000036995	Asap3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	Promoter (<=1kb)	0	0.47542943573486796	0.0013310208286771	0.00370981800791504	treated
chr6	86770227	86770627	ENSMUSG00000029994	Anxa4	annexin A4	Promoter (<=1kb)	0	0.40816104963085703	0.00133251832170174	0.00371328438980885	treated
chr8	27575500	27575900	ENSMUSG00000031486	Adgra2	adhesion G protein-coupled receptor A2	Promoter (<=1kb)	0	0.6703105588446391	0.00133314385677882	0.0037143200580221298	treated
chr11	5738403	5738803	ENSMUSG00000020476	Dbnl	drebrin-like	Promoter (<=1kb)	0	0.376737595982382	0.00133357453399681	0.00371481253472454	treated
chr6	134012188	134012588	ENSMUSG00000030199	Etv6	ets variant 6	Promoter (<=1kb)	-75	0.502943963561386	0.00133458983344224	0.0037169330407881202	treated
chrX	104972512	104972912	ENSMUSG00000031229	Atrx	ATRX, chromatin remodeler	Promoter (<=1kb)	66	0.47709377134926295	0.0013348479730584302	0.00371694439395601	treated
chr14	48683789	48684189	ENSMUSG00000036339	Tmem260	transmembrane protein 260	Promoter (<=1kb)	0	0.47825808500277794	0.0013360802630316801	0.00371966779222711	treated
chr2	164339372	164339772	ENSMUSG00000017721	Pigt	phosphatidylinositol glycan anchor biosynthesis, class T	Promoter (<=1kb)	0	0.421956912970592	0.00133984780480917	0.00372873756598024	treated
chr11	70453612	70454012	ENSMUSG00000020827	Mink1	misshapen-like kinase 1 (zebrafish)	Promoter (<=1kb)	0	0.426180588940013	0.00134105954749548	0.0037312388363765396	treated
chr2	113678740	113679140	ENSMUSG00000041219	Arhgap11a	Rho GTPase activating protein 11A	Promoter (<=1kb)	0	0.419533367481969	0.00134125666715682	0.0037312388363765396	treated
chr16	95946547	95946947	ENSMUSG00000023147	Get1	guided entry of tail-anchored proteins factor 1	Promoter (<=1kb)	0	0.4350550744189529	0.00135089317322653	0.00375661796698424	treated
chr1	136059120	136059520	ENSMUSG00000041642	Kif21b	kinesin family member 21B	Promoter (<=1kb)	0	0.660468397260093	0.0013517212928898302	0.00375820648327217	treated
chr10	126899405	126899805	ENSMUSG00000006728	Cdk4	cyclin-dependent kinase 4	Promoter (<=1kb)	1	0.394740890485202	0.00135585542129012	0.0037682683916175	treated
chr5	23880619	23881019	ENSMUSG00000062604	Srpk2	serine/arginine-rich protein specific kinase 2	Promoter (<=1kb)	0	0.565712093486551	0.00135764928075731	0.0037725373176599	treated
chr7	127187839	127188239	ENSMUSG00000030816	Rnf40	ring finger protein 40	Promoter (<=1kb)	0	0.399116989947454	0.00135890044260684	0.00377529689998823	treated
chr10	11219065	11219465	ENSMUSG00000055493	Epm2a	epilepsy, progressive myoclonic epilepsy, type 2 gene alpha	Promoter (<=1kb)	0	0.457386254424536	0.0013608609899033	0.00378002587474563	treated
chr15	35937849	35938249	ENSMUSG00000014313	Cox6c	cytochrome c oxidase subunit 6C	Promoter (<=1kb)	143	0.561189053578277	0.00136288244180066	0.00378492219505383	treated
chr13	55574331	55574731	ENSMUSG00000021492	F12	coagulation factor XII (Hageman factor)	Promoter (<=1kb)	0	-0.457186251550017	0.00136326759014431	0.0037852732669977603	control
chr9	98445692	98446092	ENSMUSG00000032458	Copb2	coatomer protein complex, subunit beta 2 (beta prime)	Promoter (<=1kb)	0	0.46447239685632796	0.00136574162367559	0.00379142314124741	treated
chr17	44389676	44390076	ENSMUSG00000023960	Enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5	Promoter (<=1kb)	0	0.5031333986679339	0.00136610809791564	0.00379172101546307	treated
chr15	67047823	67048223	ENSMUSG00000013846	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	Promoter (<=1kb)	508	0.5303583843681721	0.00136763490155739	0.00379523873478465	treated
chr3	94793933	94794333	ENSMUSG00000005779	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	Promoter (<=1kb)	0	0.45530541995202795	0.00136941923168128	0.00379946963009618	treated
chr7	130148734	130149134	ENSMUSG00000040331	Nsmce4a	NSE4 homolog A, SMC5-SMC6 complex component	Promoter (<=1kb)	0	0.506441364783076	0.0013735701795143	0.0038088195083954	treated
chr1	36282975	36283375	ENSMUSG00000037470	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1	Promoter (<=1kb)	8	0.471963363600954	0.00137445279406849	0.0038103174029481	treated
chr8	41827424	41827824	ENSMUSG00000031591	Asah1	N-acylsphingosine amidohydrolase 1	Promoter (<=1kb)	0	0.46002878544690295	0.0013746312544607	0.0038103174029481	treated
chr1	130645153	130645553	ENSMUSG00000046404	Yod1	YOD1 deubiquitinase	Promoter (<=1kb)	89	0.47004137898151205	0.0013752745118297	0.00381090171293	treated
chr13	64517650	64518050	ENSMUSG00000021477	Ctsl	cathepsin L	Promoter (<=1kb)	284	0.4626533663710611	0.00137719948492269	0.0038147193446434295	treated
chr7	12552463	12552863	ENSMUSG00000057894	Zfp329	zinc finger protein 329	Promoter (<=1kb)	0	0.494092575790617	0.00137726230884529	0.0038147193446434295	treated
chr15	89313694	89314094	ENSMUSG00000116461	Gm44502	predicted readthrough transcript (NMD candidate), 44502	Promoter (<=1kb)	36	0.490190772871578	0.00137768581992977	0.00381517008244795	treated
chr14	52257174	52257574	ENSMUSG00000049295	Zfp219	zinc finger protein 219	Promoter (<=1kb)	-4	0.460270020965117	0.0013791032172665	0.0038178199518223797	treated
chr1	52158549	52158949	ENSMUSG00000026104	Stat1	signal transducer and activator of transcription 1	Promoter (<=1kb)	0	0.4395515172035421	0.0013793174345316	0.0038178199518223797	treated
chr12	35097241	35097641	ENSMUSG00000020590	Snx13	sorting nexin 13	Promoter (<=1kb)	53	0.565948568680805	0.00137942558204601	0.0038178199518223797	treated
chr14	10185056	10185456	ENSMUSG00000033111	3830406C13Rik	RIKEN cDNA 3830406C13 gene	Promoter (<=1kb)	94	0.46970160143690703	0.0013798315022924802	0.0038182210854055296	treated
chr9	71678534	71678934	ENSMUSG00000032232	Cgnl1	cingulin-like 1	Promoter (<=1kb)	0	0.490771112390036	0.00138188639645965	0.0038231841868768203	treated
chr11	65697984	65698384	ENSMUSG00000018347	Zkscan6	zinc finger with KRAB and SCAN domains 6	Promoter (<=1kb)	0	0.41455798067059	0.00138336504375676	0.00382655144453798	treated
chr2	148514500	148514900	ENSMUSG00000036992	Nxt1	NTF2-related export protein 1	Promoter (<=1kb)	0	0.44296041108494294	0.0013851271934362	0.00383070148203622	treated
chr18	32044008	32044408	ENSMUSG00000044982	Sft2d3	SFT2 domain containing 3	Promoter (<=1kb)	548	0.499970933724893	0.00138738710773205	0.0038362263062029704	treated
chr16	20549064	20549464	ENSMUSG00000022847	Thpo	thrombopoietin	Promoter (<=1kb)	0	-0.594043986729534	0.00138812183718819	0.00383753259222661	control
chr6	91855010	91855410	ENSMUSG00000034083	Ccdc174	coiled-coil domain containing 174	Promoter (<=1kb)	0	0.477250021303608	0.00138863061743708	0.00383821385473352	treated
chr4	57955910	57956310	ENSMUSG00000028367	Txn1	thioredoxin 1	Promoter (<=1kb)	101	0.510897188003077	0.00139130242854193	0.0038448724083053297	treated
chr15	4056086	4056486	ENSMUSG00000022186	Oxct1	3-oxoacid CoA transferase 1	Promoter (<=1kb)	176	0.609781008278844	0.0013922097317777599	0.0038466531399260796	treated
chr10	71180348	71180748	ENSMUSG00000037710	Cisd1	CDGSH iron sulfur domain 1	Promoter (<=1kb)	0	0.4696316615804671	0.00139367394878518	0.0038492526218649	treated
chr17	71905441	71905841	ENSMUSG00000085492	Trmt61b	tRNA methyltransferase 61B	Promoter (<=1kb)	0	0.466480762057299	0.00139367676951595	0.0038492526218649	treated
